Date,Close
02/01/2014 16:00:00,3.97
03/01/2014 16:00:00,3.92
06/01/2014 16:00:00,3.97
07/01/2014 16:00:00,4.04
08/01/2014 16:00:00,4.09
09/01/2014 16:00:00,3.94
10/01/2014 16:00:00,3.93
13/01/2014 16:00:00,3.84
14/01/2014 16:00:00,3.96
15/01/2014 16:00:00,4
16/01/2014 16:00:00,4.01
17/01/2014 16:00:00,4
21/01/2014 16:00:00,4.01
22/01/2014 16:00:00,4.01
23/01/2014 16:00:00,3.99
24/01/2014 16:00:00,3.89
27/01/2014 16:00:00,3.87
28/01/2014 16:00:00,3.9
29/01/2014 16:00:00,3.87
30/01/2014 16:00:00,3.93
31/01/2014 16:00:00,3.93
03/02/2014 16:00:00,3.87
04/02/2014 16:00:00,3.9
05/02/2014 16:00:00,3.86
06/02/2014 16:00:00,3.91
07/02/2014 16:00:00,3.97
10/02/2014 16:00:00,3.98
11/02/2014 16:00:00,4.06
12/02/2014 16:00:00,4.21
13/02/2014 16:00:00,4.34
14/02/2014 16:00:00,4.48
18/02/2014 16:00:00,4.47
19/02/2014 16:00:00,4.54
20/02/2014 16:00:00,4.7
21/02/2014 16:00:00,4.66
24/02/2014 16:00:00,4.73
25/02/2014 16:00:00,4.68
26/02/2014 16:00:00,4.68
27/02/2014 16:00:00,4.63
28/02/2014 16:00:00,4.6
03/03/2014 16:00:00,4.57
04/03/2014 16:00:00,4.62
05/03/2014 16:00:00,4.66
06/03/2014 16:00:00,4.6
07/03/2014 16:00:00,4.59
10/03/2014 16:00:00,4.52
11/03/2014 16:00:00,4.57
12/03/2014 16:00:00,4.58
13/03/2014 16:00:00,4.43
14/03/2014 16:00:00,4.46
17/03/2014 16:00:00,4.46
18/03/2014 16:00:00,4.56
19/03/2014 16:00:00,4.64
20/03/2014 16:00:00,4.64
21/03/2014 16:00:00,4.64
24/03/2014 16:00:00,4.61
25/03/2014 16:00:00,4.61
26/03/2014 16:00:00,4.51
27/03/2014 16:00:00,4.45
28/03/2014 16:00:00,4.47
31/03/2014 16:00:00,4.48
01/04/2014 16:00:00,4.66
02/04/2014 16:00:00,4.63
03/04/2014 16:00:00,4.68
04/04/2014 16:00:00,4.54
07/04/2014 16:00:00,4.55
08/04/2014 16:00:00,4.72
09/04/2014 16:00:00,4.71
