Date,Close
10/03/2015 16:00:00,148.16
11/03/2015 16:00:00,147.4
12/03/2015 16:00:00,149.44
13/03/2015 16:00:00,149.28
16/03/2015 16:00:00,149.99
17/03/2015 16:00:00,150.03
18/03/2015 16:00:00,150.93
19/03/2015 16:00:00,151.31
20/03/2015 16:00:00,152.59
23/03/2015 16:00:00,152.93
24/03/2015 16:00:00,153.14
25/03/2015 16:00:00,151.09
26/03/2015 16:00:00,150.06
27/03/2015 16:00:00,150.47
30/03/2015 16:00:00,152.37
31/03/2015 16:00:00,151.5
01/04/2015 16:00:00,150.24
02/04/2015 16:00:00,151.63
06/04/2015 16:00:00,152.5
07/04/2015 16:00:00,151.78
08/04/2015 16:00:00,152
09/04/2015 16:00:00,148.81
10/04/2015 16:00:00,149.64
13/04/2015 16:00:00,149.02
14/04/2015 16:00:00,149.52
15/04/2015 16:00:00,149.07
16/04/2015 16:00:00,147.11
17/04/2015 16:00:00,144.57
20/04/2015 16:00:00,146.31
21/04/2015 16:00:00,147.34
22/04/2015 16:00:00,146.98
23/04/2015 16:00:00,147.3
24/04/2015 16:00:00,148.12
27/04/2015 16:00:00,146.96
28/04/2015 16:00:00,146.61
29/04/2015 16:00:00,144.46
30/04/2015 16:00:00,143.05
01/05/2015 16:00:00,145.39
04/05/2015 16:00:00,145.75
05/05/2015 16:00:00,144.5
06/05/2015 16:00:00,144.77
07/05/2015 16:00:00,144.56
08/05/2015 16:00:00,145.88
11/05/2015 16:00:00,144.27
12/05/2015 16:00:00,144.07
13/05/2015 16:00:00,143.24
14/05/2015 16:00:00,142.6
15/05/2015 16:00:00,144.83
18/05/2015 16:00:00,145.06
19/05/2015 16:00:00,144.74
20/05/2015 16:00:00,143.49
21/05/2015 16:00:00,143.94
22/05/2015 16:00:00,143.68
26/05/2015 16:00:00,143.25
27/05/2015 16:00:00,145.42
28/05/2015 16:00:00,144.26
29/05/2015 16:00:00,142.59
