Date,Close
24/03/2015 16:00:00,60.46
25/03/2015 16:00:00,59.61
26/03/2015 16:00:00,59.54
27/03/2015 16:00:00,59.55
30/03/2015 16:00:00,60.96
31/03/2015 16:00:00,60.58
01/04/2015 16:00:00,59.95
02/04/2015 16:00:00,60.52
06/04/2015 16:00:00,60.47
07/04/2015 16:00:00,60.85
08/04/2015 16:00:00,61.05
09/04/2015 16:00:00,61.47
10/04/2015 16:00:00,61.7
13/04/2015 16:00:00,62.07
14/04/2015 16:00:00,63.04
15/04/2015 16:00:00,64.21
16/04/2015 16:00:00,63.81
17/04/2015 16:00:00,62.84
20/04/2015 16:00:00,63.24
21/04/2015 16:00:00,62.31
22/04/2015 16:00:00,62.94
23/04/2015 16:00:00,62.8
24/04/2015 16:00:00,62.6
27/04/2015 16:00:00,62.34
28/04/2015 16:00:00,62.76
29/04/2015 16:00:00,63.6
30/04/2015 16:00:00,63.26
01/05/2015 16:00:00,63.61
04/05/2015 16:00:00,64.72
05/05/2015 16:00:00,64.4
06/05/2015 16:00:00,63.92
07/05/2015 16:00:00,64.5
08/05/2015 16:00:00,65.49
11/05/2015 16:00:00,65.45
12/05/2015 16:00:00,65.36
13/05/2015 16:00:00,65.52
14/05/2015 16:00:00,66.05
15/05/2015 16:00:00,65.88
18/05/2015 16:00:00,66.42
19/05/2015 16:00:00,67.01
20/05/2015 16:00:00,66.48
21/05/2015 16:00:00,66.65
22/05/2015 16:00:00,66.47
26/05/2015 16:00:00,65.73
27/05/2015 16:00:00,66.47
28/05/2015 16:00:00,66.2
29/05/2015 16:00:00,65.78
